volumeID,year,volume
9eba1c49-1889-46fa-a51a-0956b14bc929,2023,2
d9c3ba89-39da-4f98-9510-f1296ef789a1,2020,1
f8421dd5-dd66-4374-ad15-ae0e5f9b2cba,2020,2
af836c7e-351a-4ee6-9358-20e78289a884,2021,1
120c679e-e8e1-4914-8096-faad175d410e,2021,2
17eeba10-a0a8-4121-98d5-7bcf27366905,2022,1
34d84a5e-1454-492b-bb80-9ecb5b072941,2022,2
e6ace1e9-3906-4de4-8341-de422fb86346,2023,1
c0d68b04-11c7-43d3-92b4-2d3af5e485c2,2020,1
8f79cb3c-9866-40f7-86ee-ff801b56f1b4,2021,1
8cca19a0-d035-43b8-8f4c-38322f5f07f8,2021,2
00c9bb29-baf6-4356-9ade-058a2c7cec37,2022,1
49e7cd3c-687f-4e54-a989-642a821de78b,2023,1
9b93669d-398c-4679-aaba-3df075153ca4,2020,1
1dc50fd8-f820-4f77-b44c-0e1baf08ed94,2020,2
46c57511-4ca0-456f-bb86-75c0b8108735,2021,1
47b5f82f-1f38-448f-a06d-307bedcaa7ef,2022,1
87fd6ac3-2b56-4f3b-a19b-0f0cb3e0cc0f,2022,2
0f5be2c8-05b3-4a64-9b93-f9f80b7a7503,2023,1
6faa47c5-9221-4e28-88a0-10ad110c5e00,2020,1
5f7dd968-3df5-438f-b716-9713d4791128,2021,1
99b2f19e-3582-4f67-9adb-a42691df6458,2022,1
5ef58b87-fab3-4387-b202-ad95dcb98778,2022,2
d71346d3-7d47-49e6-be17-c874da4dd022,2023,1
19ac6bfc-2b62-4e1b-972d-574069f07f6b,2020,1
c6388060-8071-4e5b-a0d6-6d8e196f134f,2020,2
8425fbc0-86be-4de8-b7ec-eb249a228591,2021,1
98b55365-d7a1-44e3-8efc-aa5db7923ccd,2022,1
8f6fcf2b-021f-4e2c-8054-798ee2d7ed49,2022,2
f99f1780-fdcd-472c-9612-ee52ec569839,2023,1
cc781294-3200-4ebd-9a99-2377d638e218,2020,1
7ad39156-3090-470e-9dcd-8a3bb40584c0,2020,2
46159ccf-2dc0-41ae-b0f9-931f8dc60669,2021,1
bbd1733f-4060-4495-906e-8c0ea2b48758,2022,1
54b7b7ce-c16c-44d2-a170-cbd97689c0c0,2023,1
9bc7b638-cac5-4646-8b20-37b94cae0721,2023,2
1fdf539d-2ab1-4c3a-8178-5b2c31acddfd,2020,1
f33057e6-9bb7-487c-b59d-60b35c973ef4,2020,2
97f601fb-2563-40ac-8d9d-97f9cab56111,2021,1
d0dfafc6-72ce-49e6-a9ef-039d115ca351,2021,2
1b27b956-5a56-4637-88a4-fdcc4928b40c,2022,1
0a8155d7-6c12-4e64-8d75-7738569eff25,2023,1
dcf43e0f-bedb-4c7b-bd2e-277ca2572121,2023,2
b12158ce-2526-46f2-805a-cf88af14c68e,2020,1
9a135f03-534e-4383-8eb8-ed721ef32e3b,2021,1
999a77f7-7548-4307-a9d4-badf3ecd65bc,2021,2
dbcbe203-5202-4715-9bdd-920ad9e60402,2022,1
bc2c53c3-7c27-4717-9cab-1661cc826229,2023,1
d7069bd9-e099-47ec-8d39-8f9bd39334b8,2020,1
42e69515-1135-4013-83c0-2d9507b1be87,2021,1
6d378033-e384-4031-8fa7-85bf15ffc230,2021,2
4ff2d2e0-2f2e-4df5-9d01-f7dfdf6ab5b2,2022,1
8ef87644-417d-439b-84e5-686128a089e3,2022,2
965feac1-9beb-4cc4-b133-5fa95aa58e04,2023,1
e375c4a3-4603-4eab-8b2b-871a45a03172,2020,1
45bc9b1b-9304-49da-a3df-831ab19656e1,2021,1
fb2c62cf-c2eb-421d-bdd0-435727081b7d,2022,1
f825a0fa-039a-43bd-929b-2f039be2990c,2022,2
38c786e3-c4c9-4408-8b9e-afd839d49b4e,2023,1
9b9221d0-06a8-4e24-a947-1401c6661cce,2020,1
066fb449-e627-4580-b616-5e75467a6b38,2021,1
a8e66202-10e3-4c6f-8704-eab61558bd13,2021,2
e2ca05c5-45af-451f-ab98-eb661726c128,2022,1
9ee2a93b-76a0-4dc4-873b-e03af4e1d1cb,2023,1
ba7e2914-1d77-43a4-afcd-c70caf73f5fb,2023,2
621cc949-82f0-4cfe-a451-e56d66c393b5,2020,1
c57179f4-8bc6-40b3-ac65-6f3ccaa99768,2021,1
63af574f-6ea7-4900-8397-488209f764ca,2021,2
9574cabb-0ce2-4502-b89a-b9aa3299b206,2022,1
4fbce89c-2b9a-4c1e-96c0-3f2e073c9dd0,2022,2
7c3fc248-952e-4c6c-ad6f-a27008e35bb8,2023,1
743e0def-1dff-4ccd-9371-1260c3884c35,2023,2
da01dd40-e0e9-413d-aa78-5c7280f42177,2020,1
0617c3b6-1f12-4fc6-88c5-ba05c46d774e,2020,2
009ad010-3e28-4d89-953d-6329a1e894c6,2021,1
7db41dd6-2b86-4873-a409-0fd372f14437,2021,2
e5d4ecd2-42c3-4f52-82c2-3438ba7560ce,2022,1
a8344796-e208-40bc-a4c4-69a43a31fc5c,2023,1
d91a7aba-b956-4df6-ad20-12ee20006f8b,2023,2
85f10dca-0b68-4619-bf79-5c6543e92294,2020,1
37df375a-0ef3-4249-a73b-c357f03866de,2020,2
1de371bb-906c-44d6-bea9-ed3087d7eee6,2021,1
f06f7504-66ad-4be5-85d8-745848b61c04,2021,2
4458f084-6d71-41b6-a3a3-2bbf3ca73e47,2022,1
4f6377cc-41e3-49c7-9e73-255587ea2bc5,2022,2
640effc2-d4c0-45c8-90c2-059679c31d8a,2023,1
06851f30-7b28-4ccd-bac4-0252c993d62e,2020,1
1bc71345-1fd8-4195-835d-7325411b0a57,2021,1
3df119ab-f28a-43ff-b875-37fb612f38cb,2022,1
39466c8f-b4e9-488b-8fe9-2d945f3726f1,2022,2
0e4e571c-3575-4a9c-b7b6-d01b3814c8a4,2023,1
058b07a8-251f-4231-80e3-5de8858f4b00,2020,1
5e367a2c-ea23-41e8-b0b1-825e2b417b8a,2020,2
1272668f-f624-4c02-afc3-f6bd4942c134,2021,1
b163fda8-33d7-42c0-aa22-7e1c5c3fd740,2022,1
5f9faf74-c4ff-4811-be81-399e0b19b3e1,2023,1
742a1633-426a-4c2e-804e-8bc78b64acda,2023,2
9e9bfe87-97c9-44ad-81d1-8c09098c3714,2020,1
dcb2b528-0b43-4187-ac66-855cbf96e5aa,2020,2
0380b3f5-3ece-4d2b-938e-5de4321909fa,2021,1
876573dc-7617-4a01-b4f4-649473b9ed50,2022,1
dc872d68-0095-44c9-8e06-bc7f04da59bb,2022,2
5226d4f6-3c4c-4dbf-9ca6-cf49df8dffa3,2023,1
124a3666-662c-4fda-9652-67e0dd0cf3d5,2020,1
286b1d89-9ccf-431b-82a1-02cadbe46d77,2020,2
3ec24b69-5427-45b1-8667-f3b41264b808,2021,1
0e8840e7-d5de-4493-bc25-3eb578ce2ad2,2021,2
52065d8e-30d6-43e8-8ad7-8cb25c7084c9,2022,1
a4f8b810-2d5e-41df-a2e2-30e01ccedbbe,2023,1
8fd7c79f-c88e-41d0-8036-d6e4fa95035e,2023,2
8d1d6f00-a80c-418e-b9dd-34021a919260,2020,1
bb1a3634-990c-450c-9d14-b8c7742764db,2020,2
86a05f5a-611f-4022-a8e7-835e5ebcc376,2021,1
375d7955-ee12-43de-bb11-2abc1f78a176,2022,1
73cacc36-c09b-4b3b-aab9-5c6f6da31ea4,2023,1
3b00feb1-bfa7-46f9-b39c-07e33a30273a,2023,2
b45fc68a-8e35-419b-8ce3-14f3bb50cb57,2020,1
e4d60176-5c39-4fbe-96e4-831f0e3cca40,2020,2
42739eba-34b1-4f1f-93d4-37a09900dd2e,2021,1
718a6207-0329-4e69-936c-aede8a7efbcc,2022,1
59ce06ea-7aab-49fd-97a2-403979a28424,2023,1
bbc3cbe4-68e6-4ad1-af34-8a466750b3ac,2020,1
105edf09-f5d8-4ad0-9e5d-be78570c290c,2021,1
5f5bff86-e073-4287-b005-45f555f4d649,2022,1
bb2b5cb0-c7cc-4667-8096-244806bedc7a,2022,2
e6c2f568-2f5e-4016-858d-7a056d50f540,2023,1
5f78fa3d-68ea-4dac-876f-99287899a8cb,2023,2
1c9f7f9d-8e2d-40b5-98e4-45d1038aab57,2020,1
9fb3ec29-cd60-4f5e-a947-ef951a12dd47,2021,1
6bbe20cf-25e2-46ab-bc4c-657b91ce92d6,2022,1
2eccdea9-ec36-49e4-b7a4-3e8cf6161175,2022,2
46c8d819-325c-4dfc-8958-7f22daf9a09a,2023,1
3a7a0cf4-65eb-4325-b53a-3af5c4941dcf,2023,2
9f9688c5-780a-4664-810a-c1492707d511,2020,1
275c693d-f57c-47fc-9854-bf5b09377357,2021,1
4bf16d0d-756c-44a0-81cd-821dbb1dd764,2022,1
0c5275cf-e6be-49ac-8e29-17777d7f7b9a,2022,2
b029be6c-abf9-4ab8-877e-2c8b2922d412,2023,1
0c98a0d1-a3ba-48f5-b819-27d48d2f9b92,2020,1
3a48d7c0-abe3-423a-b0ef-813c38562b67,2021,1
c01f38d5-111b-44bb-ac12-0f4891928725,2021,2
cf83e0b5-ca29-426b-9f1b-0a0215fc6eef,2022,1
7b667c2e-37e1-44d6-98c7-a4ac3c2df282,2023,1
0ae856e2-40de-4d45-852a-ab69d0c93737,2023,2
2002a6b7-9160-469c-a850-24a8fadf3342,2020,1
e2eaaa78-ce74-4040-82b6-077606303313,2020,2
f969afc8-31ba-4957-8166-f2d3368a58d8,2021,1
dabdeccf-a221-449d-8097-5183e9712243,2021,2
66ce418c-e6d6-464f-9632-29785a14703a,2022,1
0a490db8-3dc7-4656-b96d-ef4fc9eff848,2022,2
e93c746e-9a8d-447d-b6f5-e315fcc7ac2d,2023,1
abad8fe8-1e48-4646-8597-70120d3bb91d,2020,1
58632e96-5bde-4c06-be1f-e5e4ada8b6e8,2021,1
b037f1ab-1b80-4eaa-aeb5-abdcd0c82218,2021,2
80b59480-ce96-4abc-ba7c-1129b25f0a3a,2022,1
ea8bbf27-8736-4b17-b8e4-c3b86e3e6665,2022,2
08f4fabf-2e17-4e99-974b-3efae6bcde67,2023,1
54edc6de-9e78-4c09-9b19-3c5fc137ccaf,2020,1
dd3ea389-dd21-4ca6-9119-8c0cedbdb69d,2020,2
43775075-2819-4ddd-a732-2b0c043280a1,2021,1
a5ea5efd-9677-474c-8a9f-a1db6c63bd6d,2022,1
12e81373-224b-4f63-be4f-922cf8d35571,2022,2
63f82915-1526-4c83-a4de-011d60b92e7f,2023,1
167c36d1-6cac-4759-9556-e4b61c50a4ff,2020,1
0acd875c-758a-4761-9306-8e63015347cd,2020,2
8818c07e-1e05-4928-a70b-087f11778011,2021,1
237f4f0b-c5fd-42e6-b51e-2cfe7175217b,2021,2
41c077af-9f80-4886-a551-8d638a5dd2be,2022,1
3de40bba-9f5f-4930-a0d5-3322390c004d,2023,1
c5849d91-886e-4950-8715-94a5f718dc9e,2023,2
d2c34d5d-60a4-4f45-a9ee-af02a6e558bb,2020,1
020ea4db-88c2-4723-89d1-688d5b28e62c,2020,2
ee58cc71-218b-4890-9287-c4a18fcad9f0,2021,1
fb76f95e-32f8-4d37-b093-11a1549c04e2,2022,1
42ea5d62-21e2-40be-9248-04aa63eb0861,2023,1
7948cab1-5048-43d2-a1e7-7f0d47f141ce,2023,2
b7313c87-9161-4bce-b609-f746c1da473d,2020,1
492986bb-5153-4168-886d-0bfa161dabc0,2021,1
c392b3d6-99bb-4ff5-b358-5df3d62ecfbb,2022,1
9aa81dfe-27b5-4014-a812-e22248ca1324,2023,1
79c528bd-0ea3-4f9b-a068-6cb1ceb52973,2023,2
c30ae797-8140-40be-8ed5-5afe44bae802,2020,1
ea75ebc1-8434-42ff-a9c0-f0c5bb330bff,2020,2
be6755c2-94e6-4f7f-a7b8-a8331937e927,2021,1
40e3621e-b11c-4484-8e99-1b6bef62d4f1,2022,1
bb5783e2-1d38-4577-aa5e-f5c44ecb1b11,2022,2
498c03b3-b62b-4fb3-8692-2f151ca6ac64,2023,1
1720dbe7-a177-4f6f-8a70-173fcb9d41f1,2020,1
619d7090-858e-471c-832c-ede44356f4cc,2020,2
6ca00ca5-eb00-44eb-8df6-bcee3da7afcf,2021,1
fa8dc1d1-f7dc-4cdb-8515-8b88f2066c78,2022,1
d2beace2-a93d-46f5-bccb-d0dc437f7b7e,2023,1
0dff4ac4-ad64-4ecf-ae67-56bba6c649d0,2020,1
4b0a34e6-200d-42ee-b44b-da9b48017962,2020,2
4b0520f1-e434-4a51-a33c-ecc70bf385d0,2021,1
85f273f1-1fba-422c-9494-a648fec977bb,2022,1
ed237e44-c6da-4ccb-80a1-5907ed43b8a6,2023,1
be1159d5-4f43-40e6-a4fa-7540180c3f91,2023,2
