citationid,citingcorpusid,citedcorpusid,isinfluential,contexts,intents
1089886048,131770328,121417253.0,True,"['THE MULTI-LAYER PERCEPTRON NEURAL NETWORK The multi-layer perceptron (MLP) [12] is a collection of connected processing elements called nodes or neurons, arranged in layers (Fig.', 'Bokar [12] used an ANN fot the estimation of parameters in a inverse radiative transfer problem, and Boillereaux et al.', 'The multi-layer perceptron (MLP) [12] is a collection of connected processing elements called nodes or neurons, arranged in layers (Fig.', 'A simple multi-layer perceptron (MLP) artificial neural network (ANN) with back-propagation algorithm was used for this purpose.']","[['background'], ['methodology'], None, None]"
992021086,74258528,23463738.0,True,"['L’existence d’un gradient socio-économique dans l’équilibre du diabète est retrouvée dans de nombreuses études internationales (48,60,61) et françaises (10,43,62,63), quels que soient les indicateurs utilisés pour définir la précarité.', 'Les patients diabétiques de plus bas niveaux socio-économiques présentent un risque accru de rétinopathie retrouvé dans la plupart des études (59,61,62), et parfois de néphropathie (36,39,64) et de neuropathie (62).', 'Les patients précaires avaient un diabète plus déséquilibré avec une HbA1c à 10,6 % en moyenne, contre 8,8 % dans le groupe non précaire (p < 0,01) (62).', 'L’association entre précarité et neuropathie restait significative (OR 2,67 et p < 0,05) après ajustement sur l’HbA1c, alors que celle entre précarité et rétinopathie n’était plus significative (62).', 'Néanmoins, l’hospitalisation traditionnelle est plus fréquente que l’hospitalisation de jour, ce qui laisse plus de temps pour l’éducation (62).', 'En France, dans l’étude de Bihan et al, réalisée en service de diabétologie en 2000, les patients diabétiques précaires avaient une HbA1c à 10,6 % en moyenne, contre 8,8 % (p < 0,01) dans le groupe non précaire (62).']","[None, ['background'], ['background'], None, ['background'], ['background']]"
3466129701,225640414,56230561.0,True,"['In another study by Benjamin et al. (2014), M. abscessus and M. fortuitum was susceptible to Z.officinale extract with a MIC of 6250 μg/mL, however, it was not effective against M. smegmatis at the tested concentrations. Patilaya et al.(2012) reported that the ethanol extract of P. nigrum exhibited the best activity against M. tuberculosis with a MIC value of 100μg/mL while the ethylacetate, n-hexane, and the water fractions of P.nigrum showed antimycobacterial activity against M. tuberculosis with MIC values of 25, 50, and 100 μg/mL respectively. Similarly, Deepthi et al. (2012) reported the excellent antimycobacterial activity of piperine, a major compound found in P.', 'In another study by Benjamin et al. (2014), M. abscessus and M. fortuitum was susceptible to Z.officinale extract with a MIC of 6250 µg/mL, however, it was not effective against M. smegmatis at the tested concentrations.', 'In another study by Benjamin et al. (2014), M. abscessus and M. fortuitum was susceptible to Z.officinale extract with a MIC of 6250 μg/mL, however, it was not effective against M. smegmatis at the tested concentrations. Patilaya et al.(2012) reported that the ethanol extract of P.']","[['result'], ['background'], ['background']]"
986276797,73570317,39086030.0,False,"['Indeed, other research shows that the lesioning of the paraventricular nucleus of the hypothalamus produces pelage cleaning, which, in its spatial distribution, resembles the late bouts of grooming observed in the present study (Bressers et al., 1995b; van Erp et al., 1995).', 'Grooming is easily triggered by various stressors including novelty exposure (Spruijt et al., 1992; van Erp et al., 1995).', 'Similarly, van Erp et al. (1995) reported a high proportion of face washing following physical restraint, but not in a fur-moistening paradigm.']","[['result'], ['background'], ['background']]"
1148210326,131880368,129271500.0,True,"['…the population is dominated by\nnumerous small volume landslides (<107m3) and relatively few large volume landslides, as often observed in other studies (Stark and Hovius, 2001; Xie et al., 2003; Malamud et al., 2004a; Newman, 2005; White et al., 2008; Brunetti et al., 2009; Guzzetti et al., 2009a).', '…et al., 1996; Iverson, 1997; Iverson et al., 1998; Larsen and Torres-Sanchez, 1998; Baum et al., 2000; Erismann and Abele, 2001; Legros, 2002; Barnard et al., 2001; Dussauge-Peisser et al., 2002; Dussauge et al., 2003; Antonini et al., 2002; Dykes and Warburton, 2008; Guzzetti et al., 2009a).', '…1971; Abele, 1974; Innes, 1983; Whitehouse, 1983; Martin et al., 2002; Haflidason et al., 2005; Korup, 2005; Ten Brink et al., 2006; Katz et al., 2008; Guzzetti et al., 2009) we conclude that this scaling exponent is mainly related to the thickness of landslides rather than any physical processes.', 'We have predicted that the landslide inventory of the Zagros region, is missing almost 2000 landslides smaller than 104m3 (Stark and Hovius, 2001; Malamud et al., 2004; Newman, 2005; White et al., 2008; Brunetti et al., 2009; Guzzetti et al., 2009b).', '(Simonett, 1967; Rice et al., 1969; Rice and Foggin, 1971; Abele, 1974; Innes, 1983; Whitehouse, 1983; Martin et al., 2002; Haflidason et al., 2005; Korup, 2005; Ten Brink et al., 2006; Katz et al., 2008; Guzzetti et al., 2009) we conclude that this scaling exponent is mainly related to the thickness of landslides rather than any physical processes.', '…volume and surface area (Simonett, 1967; Rice et al., 1969; Rice and Foggin, 1971; Abele, 1974; Innes, 1983; Whitehouse, 1983; Martin et al., 2002; Haflidason et al., 2005; Korup, 2005a; Ten Brink et al., 2006; Katz et al., 2008; Guzzetti et al., 2009a) with exponents ranging from 0.88 to 1.95.']","[['background'], ['background'], ['background'], ['background'], ['background'], ['background']]"
977021412,59062738,84527794.0,True,"['2B), while in the North Atlantic and the northwestern Mediterranean Sea almost all profiles exhibit a depth-dependent decrease (Tanaka & Rassoulzadegan 2004, G. J. Herndl & T. Reinthaler unpubl. data).', 'Prokaryotic turnover time in the eastern Mediterranean Sea is substantially shorter than in the NW Mediterranean Sea (81 ± 32 d; Tanaka & Rassoulzadegan 2004), in the North Atlantic (18 ± 70 d;\nFig.', '…of the open ocean have been determined extensively in the Atlantic (Herndl et al. 2005, Reinthaler et al. 2006), in the North Pacific (Nagata et al. 2000), in the Arabian Sea (Hansell & Ducklow 2003) and in the north-western Mediterranean Sea (Tanaka & Rassoulzadegan 2004, Winter et al. 2009).', '…and activity\nThe depth profiles of prokaryotic abundance measured in the present study are comparable to those in previous studies of the Atlantic (data from the ARCHIMEDES I cruise; G. J. Herndl & T. Reinthaler unpubl. data) and the northwestern Mediterranean Sea (Tanaka & Rassoulzadegan 2004).']","[['background'], ['background'], ['background'], ['result']]"
1731272297,30432769,115225799.0,True,"['Virus produced in non-permissive cells in the absence of Vif showed a reduction in infectivity attributed to a high degree of mutation.', 'Further experiments using murine leukaemia virus suggested that the inhibitory activity of APOBEC3G was due to deamination of the first retroviral negative strand during replication and that this\nactivity can be blocked by Vif (Harris et al., 2003).', 'Further experiments using murine leukaemia virus suggested that the inhibitory activity of APOBEC3G was due to deamination of the first retroviral negative strand during replication and that this activity can be blocked by Vif (Harris et al., 2003).']","[None, None, None]"
1439894293,52221286,,True,"['Using Participatory Media and Public Voice to Encourage Civic Engagement.', 'Twitter increases student engagement, 5 November 2010, in Mashable/Social Media blog, from http://www.stumbleupon.com/su/4XNns0/mashable.com /2010/11/04/twitter-student-engagement//r:t Kling, R., Rosenbaum, H., & Sawyer, S. (2005).', 'In Civic Life Online: Learning How Digital Media Can Engage Youth.', 'K (2001) Six WWW-based learner scaffolds you can build available at http://eric.ed.gov/?id=ED46623 Moll, R. & Krug, D. (2009) Using Web 2.0 for Education Programs on Global Citizenship: Addressing Moral and Ethical Issues, from http://www.policyalternatives.ca/sites/default/files/uploa ds/publications/Our_Schools_Ourselve/13_Moll_Krug_u sing_web_2.pdf New Media Consortium (2013).', 'The Horizon Report (New Media Consortium, 2013) confirms that our ability to communicate and work with others, free from geographical boundaries, is facilitating learning that is collaborative, open, social and participatory.', '…Moll, R. & Krug, D. (2009) Using Web 2.0 for Education Programs on Global Citizenship: Addressing Moral and Ethical Issues, from http://www.policyalternatives.ca/sites/default/files/uploa ds/publications/Our_Schools_Ourselve/13_Moll_Krug_u sing_web_2.pdf New Media Consortium (2013).', 'The John D. and Catherine T. MacArthur Foundation Series on Digital Media and Learning.']","[None, None, None, None, ['background'], ['background'], None]"
2782908653,91507981,97409457.0,False,"['... the initiator concentration [9], the temperature conditions of the polymerization [8, 9], the stirring rate [8], the design of the internal elements of the reactor [10], the effect of ultrasound on the emulsion [11], the preliminary production of uniform droplets using a porous insert [12], the polymerization of encapsulated drops [13], the time of introduction of the stabilizer into the emulsion [14], and the reactor geometry [ 15 , 16].', 'To control the size distribution of particles obtained in the suspension polymerization, the following factors were analyzed: the design of the stirrers [4], the type [ 5 , 6] and concentration [7, 8] of the stabilizer, the initiator concentration [9], the temperature conditions of the polymerization [8, 9], the stirring rate [8], the design of the internal elements of the reactor [10], the effect of ultrasound on the emulsion [11], the ...']","[['methodology'], ['methodology']]"
3284164174,231870397,205349510.0,True,"['It is maintained as the initial surgery of choice in GFCS due to the favorable success rates demonstrated previously (with most common complication remaining vitreous hemorrhage), as well as the improved safety profile compared to traditional surgical modalities used for GFCS [12,53,54,56,63].', '(2017) [56] Retrospective Chart Review 1 USA Feb.', 'Many patients in the aforementioned studies have been well-controlled at the defined study follow-up without the use of IOP-lowering medication [53,56,57].', 'in 2017, including 25 GFCS eyes, of which, 21 were aphakic and 4 were pseudophakic [56].', 'N/A N/A N/A\nLim et al. (2017) [56] 31.5 mmHg (7.5) 3.0 (1) 31.9 months (26.1) 19.7 mmHg (7.7) [15.6(3.9) in successful eyes] 2.4 (1.1) p < 0.001 p = 0.015\nIOP ≤ 22 mmHg or IOP reduction > 20% from baseline, with or\nwithout topical glaucoma medications, considered adequate\nfor glaucoma severity…']","[['background'], ['background'], ['background'], ['background'], None]"
1591557046,27142246,60713857.0,True,"['This allows us to use the method of types in [11] directly.', 'PROOF Consider the minimum entropy decoder [11],', 'This effectively turns the channel into a discrete multiple memoryless source (DMMS) (X, Y, Z) [11].', 'See [11] for a detailed derivation of the continuity of information measures.', 'The proof relies on the following error exponent from [11] for the source coding problem and a straight-forward extension of Lemma B.', 'In the language of the method of types [11], The set Zi"" x Z7 of sequences (zi, zi) are partitioned by type classes Tzl,z; for different Pz,z; in the set 9\'(Zi, Z) of possible joint types.']","[['methodology'], None, ['background'], ['background'], ['methodology'], ['methodology']]"
2493464786,41562384,25490408.0,False,"['As found in earlier work with gene expression profiling, this leads to a situation where the same genes may be identified as targets in both models, but the direction and magnitude do not correspond [1,8,33,39]; for example, direct suppression of gene expression would likely lead to a rebound elevation when sampled 24 hr later in vivo, whereas the same gene would remain suppressed with continuous exposure in vitro.']",[['result']]
1665720795,205852862,23096556.0,False,"['Transcriptome studies with different mRNA profiling techniques have been reported ( Weber  et al , 2004 ;  Becher  et al , 2004 ;  Rigola  et al , 2006 ;  van de Mortel  et al , 2006 , 2008), whereas limited efforts were paid to explore the phenotypic variation and plasticity among different  Thlaspi  species or in other hyperaccumulators with a proteomic approach.']",[['background']]
1435664240,29557582,36548434.0,False,"['Gastrostomy is normally employed in babies who * William Warne and Co., Barking, Essex. are clearly going to be on IPPV for more than 24 hours (Jones and Reid, 1966).']",[['background']]
